,bug,dark,dragon,electric,fairy,fight,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,classfication,height_m,name,attack,pokedex_number,type1,type2,weight_kg,generation,is_legendary,image
96,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Hypnosis Pokémon,1.6,Hypno,73,97,psychic,psychic,75.6,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/097.png
97,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,River Crab Pokémon,0.4,Krabby,105,98,water,water,6.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/098.png
98,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Pincer Pokémon,1.3,Kingler,130,99,water,water,60.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/099.png
99,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Ball Pokémon,0.5,Voltorb,30,100,electric,electric,10.4,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png
100,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Ball Pokémon,1.2,Electrode,50,101,electric,electric,66.6,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png
101,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,Egg Pokémon,0.4,Exeggcute,40,102,grass,psychic,2.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/102.png
102,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,Coconut Pokémon,,Exeggutor,105,103,grass,psychic,,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png
103,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Lonely Pokémon,0.4,Cubone,50,104,ground,ground,6.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/104.png
104,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Bone Keeper Pokémon,,Marowak,80,105,ground,fire,,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png
105,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Kicking Pokémon,1.5,Hitmonlee,120,106,fighting,fighting,49.8,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/106.png
106,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Punching Pokémon,1.4,Hitmonchan,105,107,fighting,fighting,50.2,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/107.png
107,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Licking Pokémon,1.2,Lickitung,55,108,normal,normal,65.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/108.png
108,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,Poison Gas Pokémon,0.6,Koffing,65,109,poison,poison,1.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/109.png
109,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,Poison Gas Pokémon,1.2,Weezing,90,110,poison,poison,9.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png
110,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,Spikes Pokémon,1.0,Rhyhorn,85,111,ground,rock,115.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/111.png
111,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,Drill Pokémon,1.9,Rhydon,130,112,ground,rock,120.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/112.png
112,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Egg Pokémon,1.1,Chansey,5,113,normal,normal,34.6,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/113.png
113,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Vine Pokémon,1.0,Tangela,55,114,grass,grass,35.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/114.png
114,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Parent Pokémon,2.2,Kangaskhan,125,115,normal,normal,80.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png
115,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Dragon Pokémon,0.4,Horsea,40,116,water,water,8.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/116.png
116,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Dragon Pokémon,1.2,Seadra,65,117,water,water,25.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/117.png
117,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Goldfish Pokémon,0.6,Goldeen,67,118,water,water,15.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/118.png
118,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Goldfish Pokémon,1.3,Seaking,92,119,water,water,39.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/119.png
119,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Starshape Pokémon,0.8,Staryu,45,120,water,water,34.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/120.png
120,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,Mysterious Pokémon,1.1,Starmie,75,121,water,psychic,80.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/121.png
121,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,Barrier Pokémon,1.3,Mr. Mime,45,122,psychic,fairy,54.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png
122,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Mantis Pokémon,1.5,Scyther,110,123,bug,flying,56.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/123.png
123,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,Humanshape Pokémon,1.4,Jynx,50,124,ice,psychic,40.6,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/124.png
124,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Electric Pokémon,1.1,Electabuzz,83,125,electric,electric,30.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/125.png
125,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Spitfire Pokémon,1.3,Magmar,95,126,fire,fire,44.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/126.png
126,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Stagbeetle Pokémon,1.5,Pinsir,155,127,bug,bug,55.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png
127,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Wild Bull Pokémon,1.4,Tauros,100,128,normal,normal,88.4,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png
128,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Fish Pokémon,0.9,Magikarp,10,129,water,water,10.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/129.png
129,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Atrocious Pokémon,6.5,Gyarados,155,130,water,flying,235.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/130.png
130,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,Transport Pokémon,2.5,Lapras,85,131,water,ice,220.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/131.png
131,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Transform Pokémon,0.3,Ditto,48,132,normal,normal,4.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/132.png
132,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Evolution Pokémon,0.3,Eevee,55,133,normal,normal,6.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/133.png
133,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Bubble Jet Pokémon,1.0,Vaporeon,65,134,water,water,29.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/134.png
134,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Lightning Pokémon,0.8,Jolteon,65,135,electric,electric,24.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/135.png
135,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Flame Pokémon,0.9,Flareon,130,136,fire,fire,25.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/136.png
136,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Virtual Pokémon,0.8,Porygon,60,137,normal,normal,36.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/137.png
137,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Spiral Pokémon,0.4,Omanyte,40,138,rock,water,7.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/138.png
138,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Spiral Pokémon,1.0,Omastar,60,139,rock,water,35.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/139.png
139,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Shellfish Pokémon,0.5,Kabuto,80,140,rock,water,11.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/140.png
140,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Shellfish Pokémon,1.3,Kabutops,115,141,rock,water,40.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/141.png
141,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,Fossil Pokémon,1.8,Aerodactyl,135,142,rock,flying,59.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/142.png
142,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sleeping Pokémon,2.1,Snorlax,110,143,normal,normal,460.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/143.png
143,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,Freeze Pokémon,1.7,Articuno,85,144,ice,flying,55.4,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/144.png
144,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,Electric Pokémon,1.6,Zapdos,90,145,electric,flying,52.6,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/145.png
145,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,Flame Pokémon,2.0,Moltres,100,146,fire,flying,60.0,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/146.png
146,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Dragon Pokémon,1.8,Dratini,64,147,dragon,dragon,3.3,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/147.png
147,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Dragon Pokémon,4.0,Dragonair,84,148,dragon,dragon,16.5,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/148.png
148,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,Dragon Pokémon,2.2,Dragonite,134,149,dragon,flying,210.0,1,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/149.png
149,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Genetic Pokémon,2.0,Mewtwo,150,150,psychic,psychic,122.0,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png
150,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,New Species Pokémon,0.4,Mew,100,151,psychic,psychic,4.0,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/151.png
151,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Leaf Pokémon,0.9,Chikorita,49,152,grass,grass,6.4,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/152.png
152,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Leaf Pokémon,1.2,Bayleef,62,153,grass,grass,15.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/153.png
153,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Herb Pokémon,1.8,Meganium,82,154,grass,grass,100.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/154.png
154,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Fire Mouse Pokémon,0.5,Cyndaquil,52,155,fire,fire,7.9,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/155.png
155,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Volcano Pokémon,0.9,Quilava,64,156,fire,fire,19.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/156.png
156,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Volcano Pokémon,1.7,Typhlosion,84,157,fire,fire,79.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/157.png
157,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Big Jaw Pokémon,0.6,Totodile,65,158,water,water,9.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/158.png
158,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Big Jaw Pokémon,1.1,Croconaw,80,159,water,water,25.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/159.png
159,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Big Jaw Pokémon,2.3,Feraligatr,105,160,water,water,88.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/160.png
160,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Scout Pokémon,0.8,Sentret,46,161,normal,normal,6.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/161.png
161,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Long Body Pokémon,1.8,Furret,76,162,normal,normal,32.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/162.png
162,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Owl Pokémon,0.7,Hoothoot,30,163,normal,flying,21.2,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/163.png
163,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Owl Pokémon,1.6,Noctowl,50,164,normal,flying,40.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/164.png
164,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Five Star Pokémon,1.0,Ledyba,20,165,bug,flying,10.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/165.png
165,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Five Star Pokémon,1.4,Ledian,35,166,bug,flying,35.6,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/166.png
166,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,String Spit Pokémon,0.5,Spinarak,60,167,bug,poison,8.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/167.png
167,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,Long Leg Pokémon,1.1,Ariados,90,168,bug,poison,33.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/168.png
168,0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,Bat Pokémon,1.8,Crobat,90,169,poison,flying,75.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/169.png
169,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,Angler Pokémon,0.5,Chinchou,38,170,water,electric,12.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/170.png
170,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,Light Pokémon,1.2,Lanturn,58,171,water,electric,22.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/171.png
171,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Tiny Mouse Pokémon,0.3,Pichu,40,172,electric,electric,2.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/172.png
172,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Star Shape Pokémon,0.3,Cleffa,25,173,fairy,fairy,3.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/173.png
173,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Balloon Pokémon,0.3,Igglybuff,30,174,normal,fairy,1.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/174.png
174,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Spike Ball Pokémon,0.3,Togepi,20,175,fairy,fairy,1.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/175.png
175,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,Happiness Pokémon,0.6,Togetic,40,176,fairy,flying,3.2,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/176.png
176,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,Little Bird Pokémon,0.2,Natu,50,177,psychic,flying,2.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/177.png
177,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,Mystic Pokémon,1.5,Xatu,75,178,psychic,flying,15.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/178.png
178,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Wool Pokémon,0.6,Mareep,40,179,electric,electric,7.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/179.png
179,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Wool Pokémon,0.8,Flaaffy,55,180,electric,electric,13.3,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/180.png
180,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Light Pokémon,1.4,Ampharos,95,181,electric,electric,61.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/181.png
181,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Flower Pokémon,0.4,Bellossom,80,182,grass,grass,5.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/182.png
182,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Aquamouse Pokémon,0.4,Marill,20,183,water,fairy,8.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/183.png
183,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Aquarabbit Pokémon,0.8,Azumarill,50,184,water,fairy,28.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/184.png
184,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Imitation Pokémon,1.2,Sudowoodo,100,185,rock,rock,38.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/185.png
185,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Frog Pokémon,1.1,Politoed,75,186,water,water,33.9,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/186.png
186,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,Cottonweed Pokémon,0.4,Hoppip,35,187,grass,flying,0.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/187.png
187,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,Cottonweed Pokémon,0.6,Skiploom,45,188,grass,flying,1.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/188.png
188,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,Cottonweed Pokémon,0.8,Jumpluff,55,189,grass,flying,3.0,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/189.png
189,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Long Tail Pokémon,0.8,Aipom,70,190,normal,normal,11.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/190.png
190,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Seed Pokémon,0.3,Sunkern,30,191,grass,grass,1.8,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/191.png
191,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Sun Pokémon,0.8,Sunflora,75,192,grass,grass,8.5,2,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/192.png
